Material,Process,Sub-process,Power,Velocity,Hatch spacing,layer thickness,beam D,density,Cp,k,melting T,absorption coefficient,minimal absorptivity,p/lb,p/l,p/b2,p/b,vb,vl,meltpool shape,,Zn (wt%),Mg (wt%),Si (wt%),Al (wt%),Sn (wt%),Zr (wt%),W (wt%),Ti (wt%),V (wt%),Co (wt%),Cu (wt%),Ta (wt%),Nb (wt%),Ni (wt.%),Cr (wt.%),Fe (wt.%),Mn (wt%),Mo (wt.%),paper ID,paper,porosity,relative density,comment,,,,,
SS17-4PH,PBF,SLM,220,1000,,,100,7750,460,17.9,1420,,,#DIV/0!,#DIV/0!,22,220,100,0,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,,,,,,
SS17-4PH,PBF,SLM,220,1500,,,100,7750,460,17.9,1420,,,#DIV/0!,#DIV/0!,22,220,150,0,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,,,,,,
SS17-4PH,PBF,SLM,220,1800,,,100,7750,460,17.9,1420,,,#DIV/0!,#DIV/0!,22,220,180,0,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,,,,,,
SS17-4PH,PBF,SLM,300,1200,,,100,7750,460,17.9,1420,,,#DIV/0!,#DIV/0!,30,300,120,0,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,,,,,,
SS17-4PH,PBF,SLM,300,1500,,,100,7750,460,17.9,1420,,,#DIV/0!,#DIV/0!,30,300,150,0,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,,,,,,
SS17-4PH,PBF,SLM,300,2000,,,100,7750,460,17.9,1420,,,#DIV/0!,#DIV/0!,30,300,200,0,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,,,,,,
SS17-4PH,PBF,SLM,300,2400,,,100,7750,460,17.9,1420,,,#DIV/0!,#DIV/0!,30,300,240,0,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,,,,,,
SS17-4PH,PBF,SLM,400,1500,,,100,7750,460,17.9,1420,,,#DIV/0!,#DIV/0!,40,400,150,0,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,,,,,,
SS17-4PH,PBF,SLM,400,2000,,,100,7750,460,17.9,1420,,,#DIV/0!,#DIV/0!,40,400,200,0,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,,,,,,
SS17-4PH,PBF,SLM,400,2500,,,100,7750,460,17.9,1420,,,#DIV/0!,#DIV/0!,40,400,250,0,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,,,,,,
SS17-4PH,PBF,SLM,400,3000,,,100,7750,460,17.9,1420,,,#DIV/0!,#DIV/0!,40,400,300,0,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,,,,,,
SS17-4PH,PBF,SLM,400,3200,,,100,7750,460,17.9,1420,,,#DIV/0!,#DIV/0!,40,400,320,0,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,,,,,,
SS17-4PH,PBF,SLM,500,1800,,,100,7750,460,17.9,1420,,,#DIV/0!,#DIV/0!,50,500,180,0,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,,,,,,
SS17-4PH,PBF,SLM,500,2000,,,100,7750,460,17.9,1420,,,#DIV/0!,#DIV/0!,50,500,200,0,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,,,,,,
SS17-4PH,PBF,SLM,500,2500,,,100,7750,460,17.9,1420,,,#DIV/0!,#DIV/0!,50,500,250,0,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,,,,,,
SS17-4PH,PBF,SLM,500,3000,,,100,7750,460,17.9,1420,,,#DIV/0!,#DIV/0!,50,500,300,0,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,,,,,,
SS17-4PH,PBF,SLM,500,3500,,,100,7750,460,17.9,1420,,,#DIV/0!,#DIV/0!,50,500,350,0,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,,,,,,
SS17-4PH,PBF,SLM,500,4000,,,100,7750,460,17.9,1420,,,#DIV/0!,#DIV/0!,50,500,400,0,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,,,,,,
SS17-4PH,PBF,SLM,500,4200,,,100,7750,460,17.9,1420,,,#DIV/0!,#DIV/0!,50,500,420,0,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,,,,,,
SS17-4PH,PBF,SLM,550,1900,,,100,7750,460,17.9,1420,,,#DIV/0!,#DIV/0!,55,550,190,0,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,,,,,,
SS17-4PH,PBF,SLM,550,2500,,,100,7750,460,17.9,1420,,,#DIV/0!,#DIV/0!,55,550,250,0,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,,,,,,
SS17-4PH,PBF,SLM,550,3000,,,100,7750,460,17.9,1420,,,#DIV/0!,#DIV/0!,55,550,300,0,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,,,,,,
SS17-4PH,PBF,SLM,550,3500,,,100,7750,460,17.9,1420,,,#DIV/0!,#DIV/0!,55,550,350,0,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,,,,,,
SS17-4PH,PBF,SLM,550,4000,,,100,7750,460,17.9,1420,,,#DIV/0!,#DIV/0!,55,550,400,0,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,,,,,,
SS17-4PH,PBF,SLM,550,4800,,,100,7750,460,17.9,1420,,,#DIV/0!,#DIV/0!,55,550,480,0,desirable,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,65,,,,,,,,,
Zn-2Al,PBF,SLM,60,200,70,50,,,,,,,,#DIV/0!,1200,#DIV/0!,#DIV/0!,0,10,desirable,,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,,,,,,,,
Zn-2Al,PBF,SLM,60,300,70,50,,,,,,,,#DIV/0!,1200,#DIV/0!,#DIV/0!,0,15,balling,,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,,,,,,,,
Zn-2Al,PBF,SLM,60,400,70,50,,,,,,,,#DIV/0!,1200,#DIV/0!,#DIV/0!,0,20,LOF,,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,,,,,,,,
Zn-2Al,PBF,SLM,60,500,70,50,,,,,,,,#DIV/0!,1200,#DIV/0!,#DIV/0!,0,25,LOF,,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,,,,,,,,
Zn-2Al,PBF,SLM,80,200,70,50,,,,,,,,#DIV/0!,1600,#DIV/0!,#DIV/0!,0,10,desirable,,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,,,,,,,,
Zn-2Al,PBF,SLM,80,300,70,50,,,,,,,,#DIV/0!,1600,#DIV/0!,#DIV/0!,0,15,desirable,,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,,,,,,,,
Zn-2Al,PBF,SLM,80,400,70,50,,,,,,,,#DIV/0!,1600,#DIV/0!,#DIV/0!,0,20,balling,,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,,,,,,,,
Zn-2Al,PBF,SLM,80,500,70,50,,,,,,,,#DIV/0!,1600,#DIV/0!,#DIV/0!,0,25,LOF,,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,,,,,,,,
Zn-2Al,PBF,SLM,100,200,70,50,,,,,,,,#DIV/0!,2000,#DIV/0!,#DIV/0!,0,10,desirable,,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,,,,,,,,
Zn-2Al,PBF,SLM,100,300,70,50,,,,,,,,#DIV/0!,2000,#DIV/0!,#DIV/0!,0,15,desirable,,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,,,,,,,,
Zn-2Al,PBF,SLM,100,400,70,50,,,,,,,,#DIV/0!,2000,#DIV/0!,#DIV/0!,0,20,balling,,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,,,,,,,,
Zn-2Al,PBF,SLM,100,500,70,50,,,,,,,,#DIV/0!,2000,#DIV/0!,#DIV/0!,0,25,balling,,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,,,,,,,,
Zn-2Al,PBF,SLM,120,200,70,50,,,,,,,,#DIV/0!,2400,#DIV/0!,#DIV/0!,0,10,keyhole,,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,,,,,,,,
Zn-2Al,PBF,SLM,120,300,70,50,,,,,,,,#DIV/0!,2400,#DIV/0!,#DIV/0!,0,15,desirable,,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,,,,,,,,
Zn-2Al,PBF,SLM,120,400,70,50,,,,,,,,#DIV/0!,2400,#DIV/0!,#DIV/0!,0,20,desirable,,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,,,,,,,,
Zn-2Al,PBF,SLM,120,500,70,50,,,,,,,,#DIV/0!,2400,#DIV/0!,#DIV/0!,0,25,balling,,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,,,,,,,,
Zn-2Al,PBF,SLM,140,200,70,50,,,,,,,,#DIV/0!,2800,#DIV/0!,#DIV/0!,0,10,keyhole,,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,,,,,,,,
Zn-2Al,PBF,SLM,140,300,70,50,,,,,,,,#DIV/0!,2800,#DIV/0!,#DIV/0!,0,15,desirable,,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,,,,,,,,
Zn-2Al,PBF,SLM,140,400,70,50,,,,,,,,#DIV/0!,2800,#DIV/0!,#DIV/0!,0,20,desirable,,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,,,,,,,,
Zn-2Al,PBF,SLM,140,500,70,50,,,,,,,,#DIV/0!,2800,#DIV/0!,#DIV/0!,0,25,desirable,,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,,,,,,,,
Zn-2Al,PBF,SLM,160,200,70,50,,,,,,,,#DIV/0!,3200,#DIV/0!,#DIV/0!,0,10,keyhole,,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,,,,,,,,
Zn-2Al,PBF,SLM,160,300,70,50,,,,,,,,#DIV/0!,3200,#DIV/0!,#DIV/0!,0,15,keyhole,,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,,,,,,,,
Zn-2Al,PBF,SLM,160,400,70,50,,,,,,,,#DIV/0!,3200,#DIV/0!,#DIV/0!,0,20,desirable,,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,,,,,,,,
Zn-2Al,PBF,SLM,160,500,70,50,,,,,,,,#DIV/0!,3200,#DIV/0!,#DIV/0!,0,25,desirable,,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,,,,,,,,
SS316L,PBF,SLM,50,136.0544218,,50,98,8000,500,16.3,1415,0.376376708,0.33,10204.08163,1000,5.206164098,51.02040816,13.33333334,6.80272109,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,50,81.63265306,,50,98,8000,500,16.3,1415,0.627242702,0.33,10204.08163,1000,5.206164098,51.02040816,8,4.081632653,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,50,51.02040816,,50,98,8000,500,16.3,1415,1.00361941,0.33,10204.08163,1000,5.206164098,51.02040816,5,2.551020408,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,50,40.81632653,,50,98,8000,500,16.3,1415,1.254485404,0.33,10204.08163,1000,5.206164098,51.02040816,4,2.040816327,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,150,408.1632653,,50,98,8000,500,16.3,1415,0.376376708,0.33,30612.2449,3000,15.61849229,153.0612245,40,20.40816327,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,150,244.8979592,,50,98,8000,500,16.3,1415,0.627242702,0.33,30612.2449,3000,15.61849229,153.0612245,24,12.24489796,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,150,153.0612245,,50,98,8000,500,16.3,1415,1.00361941,0.33,30612.2449,3000,15.61849229,153.0612245,15,7.653061225,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,150,122.4489796,,50,98,8000,500,16.3,1415,1.254485404,0.33,30612.2449,3000,15.61849229,153.0612245,12,6.12244898,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,250,680.2721088,,50,98,8000,500,16.3,1415,0.376376708,0.33,51020.40816,5000,26.03082049,255.1020408,66.66666666,34.01360544,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,250,408.1632653,,50,98,8000,500,16.3,1415,0.627242702,0.33,51020.40816,5000,26.03082049,255.1020408,40,20.40816327,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,250,255.1020408,,50,98,8000,500,16.3,1415,1.00361941,0.33,51020.40816,5000,26.03082049,255.1020408,25,12.75510204,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,250,204.0816327,,50,98,8000,500,16.3,1415,1.254485404,0.33,51020.40816,5000,26.03082049,255.1020408,20,10.20408164,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,350,952.3809524,,50,98,8000,500,16.3,1415,0.376376708,0.33,71428.57143,7000,36.44314869,357.1428571,93.33333334,47.61904762,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,350,571.4285714,,50,98,8000,500,16.3,1415,0.627242702,0.33,71428.57143,7000,36.44314869,357.1428571,56,28.57142857,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,350,357.1428571,,50,98,8000,500,16.3,1415,1.00361941,0.33,71428.57143,7000,36.44314869,357.1428571,35,17.85714286,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,350,285.7142857,,50,98,8000,500,16.3,1415,1.254485404,0.33,71428.57143,7000,36.44314869,357.1428571,28,14.28571429,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,450,1224.489796,,50,98,8000,500,16.3,1415,0.376376708,0.33,91836.73469,9000,46.85547688,459.1836735,120,61.2244898,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,450,734.6938776,,50,98,8000,500,16.3,1415,0.627242702,0.33,91836.73469,9000,46.85547688,459.1836735,72,36.73469388,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,450,459.1836735,,50,98,8000,500,16.3,1415,1.00361941,0.33,91836.73469,9000,46.85547688,459.1836735,45,22.95918368,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,450,367.3469388,,50,98,8000,500,16.3,1415,1.254485404,0.33,91836.73469,9000,46.85547688,459.1836735,36,18.36734694,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,550,1496.598639,,50,98,8000,500,16.3,1415,0.376376708,0.33,112244.898,11000,57.26780508,561.2244898,146.6666666,74.82993195,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,550,897.9591837,,50,98,8000,500,16.3,1415,0.627242702,0.33,112244.898,11000,57.26780508,561.2244898,88,44.89795919,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,550,561.2244898,,50,98,8000,500,16.3,1415,1.00361941,0.33,112244.898,11000,57.26780508,561.2244898,55,28.06122449,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,550,448.9795918,,50,98,8000,500,16.3,1415,1.254485404,0.33,112244.898,11000,57.26780508,561.2244898,44,22.44897959,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,50,71.30124777,,50,187,8000,500,16.3,1415,0.197242223,0.33,5347.593583,1000,1.429837856,26.73796791,13.33333333,3.565062389,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,50,42.78074866,,50,187,8000,500,16.3,1415,0.328737038,0.33,5347.593583,1000,1.429837856,26.73796791,7.999999999,2.139037433,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,50,26.73796791,,50,187,8000,500,16.3,1415,0.52597926,0.33,5347.593583,1000,1.429837856,26.73796791,4.999999999,1.336898396,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,50,21.39037433,,50,187,8000,500,16.3,1415,0.65739636,0.33,5347.593583,1000,1.429837856,26.73796791,4,1.069518717,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,150,213.9037433,,50,187,8000,500,16.3,1415,0.197242223,0.33,16042.78075,3000,4.289513569,80.21390374,40,10.69518717,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,150,128.342246,,50,187,8000,500,16.3,1415,0.328737038,0.33,16042.78075,3000,4.289513569,80.21390374,24,6.4171123,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,150,80.21390374,,50,187,8000,500,16.3,1415,0.52597926,0.33,16042.78075,3000,4.289513569,80.21390374,15,4.010695187,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,150,64.17112299,,50,187,8000,500,16.3,1415,0.65739636,0.33,16042.78075,3000,4.289513569,80.21390374,12,3.20855615,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,250,356.5062389,,50,187,8000,500,16.3,1415,0.197242223,0.33,26737.96791,5000,7.149189282,133.6898396,66.66666667,17.82531195,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,250,213.9037433,,50,187,8000,500,16.3,1415,0.328737038,0.33,26737.96791,5000,7.149189282,133.6898396,40,10.69518717,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,250,133.6898396,,50,187,8000,500,16.3,1415,0.52597926,0.33,26737.96791,5000,7.149189282,133.6898396,25.00000001,6.68449198,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,250,106.9518717,,50,187,8000,500,16.3,1415,0.65739636,0.33,26737.96791,5000,7.149189282,133.6898396,20.00000001,5.347593585,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,350,499.1087344,,50,187,8000,500,16.3,1415,0.197242223,0.33,37433.15508,7000,10.00886499,187.1657754,93.33333333,24.95543672,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,350,299.4652406,,50,187,8000,500,16.3,1415,0.328737038,0.33,37433.15508,7000,10.00886499,187.1657754,55.99999999,14.97326203,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,350,187.1657754,,50,187,8000,500,16.3,1415,0.52597926,0.33,37433.15508,7000,10.00886499,187.1657754,35,9.35828877,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,350,149.7326203,,50,187,8000,500,16.3,1415,0.65739636,0.33,37433.15508,7000,10.00886499,187.1657754,28,7.486631015,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,450,641.7112299,,50,187,8000,500,16.3,1415,0.197242223,0.33,48128.34225,9000,12.86854071,240.6417112,120,32.0855615,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,450,385.026738,,50,187,8000,500,16.3,1415,0.328737038,0.33,48128.34225,9000,12.86854071,240.6417112,72.00000001,19.2513369,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,450,240.6417112,,50,187,8000,500,16.3,1415,0.52597926,0.33,48128.34225,9000,12.86854071,240.6417112,44.99999999,12.03208556,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,450,192.513369,,50,187,8000,500,16.3,1415,0.65739636,0.33,48128.34225,9000,12.86854071,240.6417112,36,9.62566845,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,550,784.3137255,,50,187,8000,500,16.3,1415,0.197242223,0.33,58823.52941,11000,15.72821642,294.1176471,146.6666667,39.21568628,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,550,470.5882353,,50,187,8000,500,16.3,1415,0.328737038,0.33,58823.52941,11000,15.72821642,294.1176471,88,23.52941177,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,550,294.1176471,,50,187,8000,500,16.3,1415,0.52597926,0.33,58823.52941,11000,15.72821642,294.1176471,55.00000001,14.70588236,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,550,235.2941176,,50,187,8000,500,16.3,1415,0.65739636,0.33,58823.52941,11000,15.72821642,294.1176471,43.99999999,11.76470588,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,50,53.76344086,,50,248,8000,500,16.3,1415,0.148747681,0.33,4032.258065,1000,0.812955255,20.16129032,13.33333333,2.688172043,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,50,32.25806452,,50,248,8000,500,16.3,1415,0.247835086,0.33,4032.258065,1000,0.812955255,20.16129032,8.000000001,1.612903226,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,50,20.16129032,,50,248,8000,500,16.3,1415,0.396582767,0.33,4032.258065,1000,0.812955255,20.16129032,4.999999999,1.008064516,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,50,16.12903226,,50,248,8000,500,16.3,1415,0.495747887,0.33,4032.258065,1000,0.812955255,20.16129032,4,0.806451613,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,150,161.2903226,,50,248,8000,500,16.3,1415,0.148747681,0.33,12096.77419,3000,2.438865765,60.48387097,40,8.06451613,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,150,96.77419355,,50,248,8000,500,16.3,1415,0.247835086,0.33,12096.77419,3000,2.438865765,60.48387097,24,4.838709678,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,150,60.48387097,,50,248,8000,500,16.3,1415,0.396582767,0.33,12096.77419,3000,2.438865765,60.48387097,15,3.024193549,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,150,48.38709677,,50,248,8000,500,16.3,1415,0.495747887,0.33,12096.77419,3000,2.438865765,60.48387097,12,2.419354839,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,250,268.8172043,,50,248,8000,500,16.3,1415,0.148747681,0.33,20161.29032,5000,4.064776275,100.8064516,66.66666667,13.44086022,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
SS316L,PBF,SLM,250,161.2903226,,50,248,8000,500,16.3,1415,0.247835086,0.33,20161.29032,5000,4.064776275,100.8064516,40,8.06451613,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,69,,,,,,,,,
