Material,Process,Sub-process,Power,Velocity,powder flowrate,layer thickness,beam D,Hatch spacing,depth of meltpool,width of melt pool,length of melt pool,d/l,d/w,l/w,E (J/mm),E (J/mm3),absorption coefficient,absorption coefficient 2,density,Cp,k,melting T,minimum absorptivity,meltpool shape,spatter,Y (wt%),Zn (wt%),Mg (wt%),Si (wt%),Al (wt%),Sn (wt%),Zr (wt%),W (wt%),Ti (wt%),V (wt%),Co (wt%),Cu (wt%),Ta (wt%),Nb (wt%),Ni (wt.%),Cr (wt.%),Fe (wt.%),Mn (wt%),Mo (wt.%),D10,D50,D90,paper ID,paper,porosity,relative density,comment,
Ti-6Al-4V,PBF,EBM,120,700,0,100,100,,30,,,0.3,,,0.171428571,,0.145794488,,4470.5,561.5,7.2,1922,0.26,LOF,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,120,700,0,100,80,,60,,,0.6,,,0.171428571,,0.227784458,,4470.5,561.5,7.2,1922,0.26,LOF,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,120,700,0,100,60,,78,,,0.78,,,0.171428571,,0.404976053,,4470.5,561.5,7.2,1922,0.26,LOF,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,120,700,0,100,40,,90,,612,0.9,,,0.171428571,,0.911215548,,4470.5,561.5,7.2,1922,0.26,LOF,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,240,700,0,100,100,,80,,,0.8,,,0.342857143,,0.291588975,,4470.5,561.5,7.2,1922,0.26,LOF,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,240,700,0,100,80,,90,,,0.9,,,0.342857143,,0.455646632,,4470.5,561.5,7.2,1922,0.26,LOF,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,240,700,0,100,60,,122,,,1.22,,,0.342857143,,0.809952105,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,240,700,0,100,40,,125,,1000,1.25,,,0.342857143,,1.822431095,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,300,700,0,100,100,,95,,,0.95,,,0.428571429,,0.364486219,,4470.5,561.5,7.2,1922,0.26,LOF,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,300,700,0,100,80,,120,,,1.2,,,0.428571429,,0.569500003,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,300,700,0,100,60,,128,,,1.28,,,0.428571429,,1.01247899,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,300,700,0,100,40,,144,,1296,1.44,,,0.428571429,,2.278077726,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,360,700,0,100,100,,122,,,1.22,,,0.514285714,,0.437383463,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,360,700,0,100,80,,125,,,1.25,,,0.514285714,,0.68343109,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,360,700,0,100,60,,140,,,1.4,,,0.514285714,,1.215005874,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,360,700,0,100,40,,155,,,1.55,,,0.514285714,,2.733724358,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,120,1000,0,100,100,,5,,,0.05,,,0.12,,0.102040598,,4470.5,561.5,7.2,1922,0.26,LOF,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,120,1000,0,100,80,,30,,,0.3,,,0.12,,0.159472435,,4470.5,561.5,7.2,1922,0.26,LOF,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,120,1000,0,100,60,,60,,,0.6,,,0.12,,0.283506552,,4470.5,561.5,7.2,1922,0.26,LOF,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,120,1000,0,100,40,,85,,595,0.85,,,0.12,,0.637889741,,4470.5,561.5,7.2,1922,0.26,LOF,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,240,1000,0,100,100,,75,,,0.75,,,0.24,,0.204081196,,4470.5,561.5,7.2,1922,0.26,LOF,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,240,1000,0,100,80,,85,,,0.85,,,0.24,,0.318944871,,4470.5,561.5,7.2,1922,0.26,LOF,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,240,1000,0,100,60,,100,,,1,,,0.24,,0.567013103,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,240,1000,0,100,40,,120,,972,1.2,,,0.24,,1.275701766,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,300,1000,0,100,100,,80,,,0.8,,,0.3,,0.255140353,,4470.5,561.5,7.2,1922,0.26,LOF,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,300,1000,0,100,80,,95,,,0.95,,,0.3,,0.398681088,,4470.5,561.5,7.2,1922,0.26,LOF,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,300,1000,0,100,60,,115,,,1.15,,,0.3,,0.708766379,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,300,1000,0,100,40,,125,,,1.25,,,0.3,,1.594646637,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,360,1000,0,100,100,,90,,,0.9,,,0.36,,0.30619951,,4470.5,561.5,7.2,1922,0.26,LOF,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,360,1000,0,100,80,,110,,,1.1,,,0.36,,0.478417306,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,360,1000,0,100,60,,120,,,1.2,,,0.36,,0.850519655,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
Ti-6Al-4V,PBF,EBM,360,1000,0,100,40,,130,,,1.3,,,0.36,,1.913591507,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,13,http://utw10945.utweb.utexas.edu/Manuscripts/2013/2013-51-Cheng.pdf,,,,1649
SS316L,PBF,SLM,200,850,0,30,90,90,110,140,,3.666666667,0.785714286,0,0.235294118,87.1459695,0.229805064,0.53606889,8000,500,16.3,1688,0.33,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,14,https://www.sciencedirect.com/science/article/abs/pii/S221486041630313X,,,,1415
SS316L,PBF,SLM,200,1000,0,30,90,90,92,130,,3.066666667,0.707692308,0,0.2,74.07407407,0.195299332,0.540340973,8000,500,16.3,1688,0.33,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,14,https://www.sciencedirect.com/science/article/abs/pii/S221486041630313X,,,,1415
SS316L,PBF,SLM,200,1150,0,30,90,90,90,105,,3,0.857142857,0,0.173913044,64.41223833,0.169808612,0.407520828,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,14,https://www.sciencedirect.com/science/article/abs/pii/S221486041630313X,,,,1415
SS316L,PBF,SLM,200,1300,0,30,90,90,68,105,,2.266666667,0.647619048,0,0.153846154,56.98005698,0.150224278,0.456743272,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,14,https://www.sciencedirect.com/science/article/abs/pii/S221486041630313X,,,,1415
SS316L,PBF,SLM,200,1450,0,30,90,90,72,105,,2.4,0.685714286,0,0.137931035,51.08556833,0.134681155,0.505965716,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,14,https://www.sciencedirect.com/science/article/abs/pii/S221486041630313X,,,,1415
SS316L,PBF,SLM,200,1600,0,30,90,90,63,100,,2.1,0.63,0,0.125,46.2962963,0.122091226,0.504939318,8000,500,16.3,1688,0.33,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,14,https://www.sciencedirect.com/science/article/abs/pii/S221486041630313X,,,,1415
IN738LC,PBF,SLM,200,600,0,30,90,90,108,200,,3.6,0.54,0,0.333333333,123.4567901,,0.785292868,8110,558.3,19.8,1543,,keyhole,,0,0,0,0,3.5,0,0,2.6,3.5,0,8,0,1.75,1,61,15,0,0,0,,,,14,https://www.sciencedirect.com/science/article/abs/pii/S221486041630313X,,,,1270
IN738LC,PBF,SLM,200,750,0,30,90,90,95,150,,3.166666667,0.633333333,0,0.266666667,98.7654321,,0.555006331,8110,558.3,19.8,1543,,keyhole,,0,0,0,0,3.5,0,0,2.6,3.5,0,8,0,1.75,1,61,15,0,0,0,,,,14,https://www.sciencedirect.com/science/article/abs/pii/S221486041630313X,,,,1270
IN738LC,PBF,SLM,200,900,0,30,90,90,70,140,,2.333333333,0.5,0,0.222222222,82.30452675,,0.575064286,8110,558.3,19.8,1543,,,,0,0,0,0,3.5,0,0,2.6,3.5,0,8,0,1.75,1,61,15,0,0,0,,,,14,https://www.sciencedirect.com/science/article/abs/pii/S221486041630313X,,,,1270
IN738LC,PBF,SLM,200,1050,0,30,90,90,50,120,,1.666666667,0.416666667,0,0.190476191,70.54673721,,0.492912245,8110,558.3,19.8,1543,,,,0,0,0,0,3.5,0,0,2.6,3.5,0,8,0,1.75,1,61,15,0,0,0,,,,14,https://www.sciencedirect.com/science/article/abs/pii/S221486041630313X,,,,1270
IN738LC,PBF,SLM,200,1200,0,30,90,90,58,115,,1.933333333,0.504347826,0,0.166666667,61.72839506,,0.514035908,8110,558.3,19.8,1543,,,,0,0,0,0,3.5,0,0,2.6,3.5,0,8,0,1.75,1,61,15,0,0,0,,,,14,https://www.sciencedirect.com/science/article/abs/pii/S221486041630313X,,,,1270
Ti-6Al-4V,PBF,SLM,95,210,0,30,50,75,53,137,169,1.766666667,0.386861314,1.233576642,0.452380952,201.0582011,1.539002259,0.225199117,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306400,,,,1649
Ti-6Al-4V,PBF,SLM,40,210,0,30,50,75,22,82,101,0.733333333,0.268292683,1.231707317,0.190476191,84.65608466,0.647992771,0.216839458,4470.5,561.5,7.2,1922,0.26,LOF,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306401,,,,1649
Ti-6Al-4V,PBF,SLM,67.5,210,0,30,50,75,33,105,133,1.1,0.314285714,1.266666667,0.321428571,142.8571429,1.093458657,0.19731488,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306402,,,,1649
Ti-6Al-4V,PBF,SLM,150,210,0,30,50,75,84,181,246,2.8,0.464088398,1.359116022,0.714285714,317.4603175,2.429934032,0.237070992,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306403,,,,1649
Ti-6Al-4V,PBF,SLM,122.5,210,0,30,50,75,66,159,211,2.2,0.41509434,1.327044025,0.583333333,259.2592593,1.984468145,0.228848145,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306404,,,,1649
Ti-6Al-4V,PBF,SLM,95,20,0,30,50,75,92,188,221,3.066666667,0.489361702,1.175531915,4.75,2111.111111,16.159174,0.093126722,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306405,,,,1649
Ti-6Al-4V,PBF,SLM,95,115,0,30,50,75,62,149,184,2.066666667,0.416107383,1.234899329,0.826086957,367.1497585,2.810274236,0.165318714,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306406,,,,1649
Ti-6Al-4V,PBF,SLM,95,400,0,30,50,75,37,116,158,1.233333333,0.318965517,1.362068966,0.2375,105.5555556,0.8079315,0.28458758,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306407,,,,1649
Ti-6Al-4V,PBF,SLM,95,305,0,30,50,75,41,126,161,1.366666667,0.325396825,1.277777778,0.31147541,138.4335155,1.059652366,0.26300821,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306408,,,,1649
Ti-6Al-4V,PBF,SLM,95,210,0,30,50,75,49,135,169,1.633333333,0.362962963,1.251851852,0.452380952,201.0582011,1.539002259,0.219307931,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306409,,,,1649
Ti-6Al-4V,PBF,SLM,95,210,0,30,50,75,51,137,169,1.7,0.372262774,1.233576642,0.452380952,201.0582011,1.539002259,0.225199117,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306410,,,,1649
Ti-6Al-4V,PBF,SLM,95,210,0,30,50,75,55,140,174,1.833333333,0.392857143,1.242857143,0.452380952,201.0582011,1.539002259,0.234180541,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306411,,,,1649
Ti-6Al-4V,PBF,SLM,95,210,0,30,50,75,53,138,172,1.766666667,0.384057971,1.246376812,0.452380952,201.0582011,1.539002259,0.228173639,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306412,,,,1649
Ti-6Al-4V,PBF,SLM,95,210,0,30,50,50,52,140,170,1.733333333,0.371428571,1.214285714,0.452380952,301.5873016,1.539002259,0.234180541,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306413,,,,1649
Ti-6Al-4V,PBF,SLM,95,210,0,30,50,62.5,52,134,170,1.733333333,0.388059702,1.268656716,0.452380952,241.2698413,1.539002259,0.216391267,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306414,,,,1649
Ti-6Al-4V,PBF,SLM,95,210,0,30,50,100,52,135,171,1.733333333,0.385185185,1.266666667,0.452380952,150.7936508,1.539002259,0.219307931,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306415,,,,1649
Ti-6Al-4V,PBF,SLM,95,210,0,30,50,87.5,52,134,170,1.733333333,0.388059702,1.268656716,0.452380952,172.3356009,1.539002259,0.216391267,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306416,,,,1649
Ti-6Al-4V,PBF,SLM,67.5,115,0,30,50,62.5,37,116,143,1.233333333,0.318965517,1.232758621,0.586956522,313.0434783,1.996824928,0.152689684,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306417,,,,1649
Ti-6Al-4V,PBF,SLM,81.25,162.5,0,30,50,68.75,42,129,162,1.4,0.325581395,1.255813953,0.5,242.4242424,1.700961594,0.193859252,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306418,,,,1649
Ti-6Al-4V,PBF,SLM,122.5,115,0,30,50,62.5,81,184,228,2.7,0.440217391,1.239130435,1.065217391,568.115942,3.623801259,0.184695187,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306419,,,,1649
Ti-6Al-4V,PBF,SLM,108.75,162.5,0,30,50,68.75,64,153,194,2.133333333,0.418300654,1.267973856,0.669230769,324.4755245,2.276678845,0.195719378,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306420,,,,1649
Ti-6Al-4V,PBF,SLM,67.5,305,0,30,50,62.5,30,96,122,1,0.3125,1.270833333,0.221311475,118.0327869,0.752908846,0.225258307,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306421,,,,1649
Ti-6Al-4V,PBF,SLM,81.25,257.5,0,30,50,68.75,37,116,146,1.233333333,0.318965517,1.25862069,0.315533981,152.9861724,1.073408029,0.229799223,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306422,,,,1649
Ti-6Al-4V,PBF,SLM,122.5,305,0,30,50,62.5,58,142,190,1.933333333,0.408450704,1.338028169,0.401639344,214.2076503,1.36631817,0.254542698,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306423,,,,1649
Ti-6Al-4V,PBF,SLM,108.75,257.5,0,30,50,68.75,57,139,189,1.9,0.410071942,1.35971223,0.422330097,204.7661077,1.436728514,0.238753124,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306424,,,,1649
Ti-6Al-4V,PBF,SLM,67.5,115,0,30,50,62.5,39,122,146,1.3,0.319672131,1.196721311,0.586956522,313.0434783,1.996824928,0.166027706,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306425,,,,1649
Ti-6Al-4V,PBF,SLM,81.25,162.5,0,30,50,68.75,43,130,165,1.433333333,0.330769231,1.269230769,0.5,242.4242424,1.700961594,0.196496236,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306426,,,,1649
Ti-6Al-4V,PBF,SLM,122.5,115,0,30,50,62.5,84,184,228,2.8,0.456521739,1.239130435,1.065217391,568.115942,3.623801259,0.184695187,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306427,,,,1649
Ti-6Al-4V,PBF,SLM,108.75,162.5,0,30,50,68.75,64,158,212,2.133333333,0.405063291,1.341772152,0.669230769,324.4755245,2.276678845,0.207264962,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306428,,,,1649
Ti-6Al-4V,PBF,SLM,67.5,305,0,30,50,62.5,31,97,128,1.033333333,0.319587629,1.319587629,0.221311475,118.0327869,0.752908846,0.22951673,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306429,,,,1649
Ti-6Al-4V,PBF,SLM,81.25,257.5,0,30,50,68.75,38,118,152,1.266666667,0.322033898,1.288135593,0.315533981,152.9861724,1.073408029,0.237024015,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306430,,,,1649
Ti-6Al-4V,PBF,SLM,122.5,305,0,30,50,62.5,61,151,202,2.033333333,0.40397351,1.337748344,0.401639344,214.2076503,1.36631817,0.285436125,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306431,,,,1649
Ti-6Al-4V,PBF,SLM,108.75,257.5,0,30,50,68.75,58,142,186,1.933333333,0.408450704,1.309859155,0.422330097,204.7661077,1.436728514,0.248306281,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,15,https://www.sciencedirect.com/science/article/abs/pii/S0030399217306432,,,,1649
